OrderID,CustomerID,Restaurant,ItemLine,Price,Quantity,Discount,Date
11245,20801,Morning,Cocoa Butter,733,10,30,7/27/2019
11246,20537,Roth,Foam Cup 6 Oz,192,2,50,3/22/2020
11247,20768,Clove,Soup - Base Broth Beef,902,3,40,10/13/2019
11247,20240,Russell,Ham - Cooked Bayonne Tinned,296,7,30,9/17/2019
11248,20802,Kedzie,Cheese - Ricotta,917,9,30,3/30/2020
11248,20280,East,Foil - 4oz Custard Cup,692,10,40,12/27/2019
11248,20179,Riverside,Sage Derby,239,8,20,7/5/2020
11249,20097,Dayton,Strawberries - California,782,1,50,3/5/2020
11249,20700,Memorial,Soup Campbells - Italian Wedding,537,2,30,5/16/2020
11250,20476,Waywood,Baking Powder,391,6,60,1/2/2020
11250,20600,Ludington,Skirt - 24 Foot,928,9,60,5/7/2020
11251,20278,Arizona,"Fish - Artic Char, Cold Smoked",576,5,60,9/26/2019
11251,20686,Mallard,Garlic,434,7,20,10/22/2019
11252,20745,Clarendon,Crab - Soft Shell,250,3,20,6/22/2020
11252,20040,Farmco,Coriander - Ground,691,6,50,10/18/2019
11252,20198,Butterfield,Nescafe - Frothy French Vanilla,551,3,50,12/6/2019
11252,20682,Forest,Thyme - Fresh,107,10,40,4/24/2020
11253,20514,Prairie Rose,Blueberries - Frozen,253,8,60,3/8/2020
11254,20682,Pennsylvania,Pheasants - Whole,590,4,50,2/9/2020
11255,20220,Express,Pear - Halves,784,6,50,9/29/2019
11256,20140,Dawn,Bandage - Finger Cots,624,10,40,10/27/2019
11256,20977,Blue Bill Park,Lidsoupcont Rp12dn,464,10,50,5/6/2020
11257,20880,Eggendart,Anisette - Mcguiness,678,7,10,5/6/2020
11257,20505,Nancy,Tofu - Soft,655,8,50,11/4/2019
11257,20474,Memorial,"Cheese - Boursin, Garlic / Herbs",346,5,60,12/4/2019
11258,20692,Harper,Temperature Recording Station,817,1,50,4/21/2020
11259,20082,Warrior,Olives - Nicoise,369,1,30,6/20/2020
11260,20673,Farwell,Straw - Regular,825,6,30,5/21/2020
11260,20684,Fallview,Sausage - Andouille,302,10,20,1/9/2020
11260,20218,Pleasure,"Marjoram - Dried, Rubbed",585,10,60,4/23/2020
11263,20251,Little Fleur,Cheese - Roquefort Pappillon,169,2,40,12/13/2019
11264,20065,Messerschmidt,Breadfruit,465,10,10,8/16/2019
11265,20381,Grim,Salmon Steak - Cohoe 8 Oz,883,2,50,4/26/2020
11266,20828,Manufacturers,Coriander - Seed,198,4,50,4/10/2020
11266,20294,Longview,Dill Weed - Fresh,386,9,20,9/10/2019
11267,20912,Rockefeller,Eel Fresh,895,6,60,10/21/2019
11267,20953,Summerview,"C - Plus, Orange",549,9,10,3/1/2020
11269,20860,Merrick,Red Pepper Paste,106,10,20,5/9/2020
11272,20515,Transport,Monkfish Fresh - Skin Off,251,5,30,9/21/2019
11272,20283,Scoville,Cheese - Blue,288,4,60,1/10/2020
11273,20947,Forest,Wine - Sawmill Creek Autumn,236,3,30,3/14/2020
11274,20370,Mifflin,Vinegar - Red Wine,775,7,50,8/4/2019
11274,20168,Saint Paul,Pastry - Baked Scones - Mini,372,1,10,3/30/2020
11275,20892,Northport,Island Oasis - Cappucino Mix,971,5,20,6/26/2020
11275,20674,Southridge,Wine - Trimbach Pinot Blanc,766,6,10,10/3/2019
11276,20510,Carey,Fennel - Seeds,603,8,20,8/29/2019
11276,20288,Holy Cross,Table Cloth 54x72 Colour,905,10,30,4/24/2020
11277,20072,Fairview,Appetiser - Bought,143,9,40,6/19/2020
11278,20683,Dorton,"Tomatoes - Cherry, Yellow",566,5,50,5/14/2020
11280,20069,Dennis,Table Cloth 81x81 White,723,1,20,2/23/2020
11280,20724,Norway Maple,Ecolab Crystal Fusion,462,5,60,12/6/2019
11281,20759,Grover,Venison - Denver Leg Boneless,777,6,50,8/23/2019
11281,20209,Schiller,Lamb - Sausage Casings,260,3,60,10/29/2019
11282,20255,Graedel,Sobe - Tropical Energy,67,4,10,2/21/2020
11282,20232,Memorial,"Onions - Dried, Chopped",235,9,20,9/27/2019
11282,20438,Sheridan,Wine - Pinot Noir Stoneleigh,765,3,30,5/30/2020
11284,20101,Mallory,"Pail - 15l White, With Handle",535,2,60,1/19/2020
11285,20015,Golf Course,Salmon - Fillets,913,7,40,8/9/2019
11285,20869,Oriole,Bread - Assorted Rolls,466,9,30,1/29/2020
11285,20711,Hallows,"Bread - Roll, Italian",72,2,50,12/5/2019
11289,20755,Manitowish,Olives - Morracan Dired,609,9,20,1/31/2020
11290,20235,Schmedeman,Five Alive Citrus,695,7,60,8/1/2019
11291,20803,Carberry,Pastry - Banana Tea Loaf,339,2,40,5/1/2020
11292,20818,Meadow Vale,Broccoli - Fresh,255,6,50,3/1/2020
11293,20756,Loftsgordon,Breadfruit,481,3,50,4/17/2020
11293,20479,Havey,Sesame Seed Black,186,9,50,10/5/2019
11294,20578,Truax,Chevere Logs,353,5,10,10/13/2019
11295,20455,Dwight,Longos - Chicken Cordon Bleu,979,1,50,5/6/2020
11295,20174,1st,Tea - Decaf Lipton,678,3,60,1/21/2020
11295,20596,Truax,"Seedlings - Buckwheat, Organic",509,10,50,12/6/2019
11296,20518,Magdeline,Flour - Whole Wheat,79,5,30,8/1/2019
11296,20465,Rusk,Pasta - Canelloni,840,10,40,10/14/2019
11297,20483,North,Broccoli - Fresh,609,3,30,6/5/2020
11297,20246,Sunbrook,Chips - Assorted,584,9,50,11/29/2019
11297,20152,Mallory,Bouillion - Fish,986,4,20,12/8/2019
11297,20604,Summit,"Juice - Tomato, 10 Oz",640,5,10,8/10/2019
11297,20115,West,Flower - Potmums,983,3,40,9/9/2019
11298,20651,Riverside,Onion Powder,308,6,60,1/4/2020
11299,20269,Sauthoff,Soup - Campbells Bean Medley,496,1,10,1/30/2020
11299,20999,Anhalt,"Doilies - 12, Paper",906,4,20,10/18/2019
11300,20946,Welch,Wine - Jaboulet Cotes Du Rhone,132,9,30,10/17/2019
11302,20376,Westridge,Juice - Propel Sport,487,6,20,11/4/2019
11304,20130,Morrow,Extract - Lemon,209,2,20,8/24/2019
11305,20032,Columbus,The Pop Shoppe Pinapple,793,9,10,5/23/2020
11305,20770,Banding,White Fish - Filets,898,9,30,5/26/2020
11305,20697,Golden Leaf,"Liqueur Banana, Ramazzotti",754,9,30,6/21/2020
11308,20953,Charing Cross,Aspic - Amber,939,10,50,6/13/2020
11309,20957,Pawling,Onions - Red,835,4,30,3/5/2020
11310,20855,Little Fleur,"Wine - White, Gewurtzraminer",628,2,60,11/18/2019
11310,20904,Washington,Bread - Corn Muffaletta,568,6,10,2/4/2020
11310,20053,Bobwhite,"Potatoes - Instant, Mashed",878,9,20,10/8/2019
11310,20403,Delaware,Garbage Bags - Clear,164,7,60,9/15/2019
11311,20538,Maple Wood,"Cheese - Brie, Cups 125g",469,3,20,12/25/2019
11312,20459,Spohn,Soup - French Onion,769,9,40,11/2/2019
11313,20579,Pennsylvania,Steel Wool,780,1,10,5/15/2020
11314,20792,La Follette,Amarula Cream,170,5,40,6/19/2020
11314,20053,Fulton,Five Alive Citrus,951,10,30,3/9/2020
11314,20580,Prairieview,Sauce - Oyster,240,10,30,10/22/2019
11314,20373,Leroy,"Nut - Walnut, Pieces",799,8,20,11/22/2019
11314,20464,Valley Edge,Pastry - Raisin Muffin - Mini,144,6,10,6/9/2020
11314,20440,Meadow Ridge,Juice - Prune,402,7,30,3/5/2020
11314,20067,Bluestem,Soho Lychee Liqueur,119,5,50,1/10/2020
11316,20925,Mifflin,"Tart Shells - Savory, 4",544,6,40,11/2/2019
11316,20781,Twin Pines,Rice - 7 Grain Blend,996,8,40,10/29/2019
11316,20317,Manitowish,Kippers - Smoked,909,1,10,8/4/2019
11317,20349,Haas,Tuna - Sushi Grade,272,4,50,4/17/2020
11317,20687,Doe Crossing,Beef - Rib Eye Aaa,417,7,20,6/7/2020
11319,20778,Elka,"Bread - Roll, Whole Wheat",943,5,40,7/29/2019
11320,20267,Sheridan,Cream - 35%,961,2,50,6/15/2020
11322,20811,Ruskin,"Lamb - Whole, Fresh",766,1,50,7/28/2019
11323,20706,Birchwood,"Wine - Harrow Estates, Vidal",825,10,60,8/9/2019
11323,20149,Mitchell,Eggroll,409,10,40,10/18/2019
11324,20817,Cascade,Cup - Paper 10oz 92959,941,4,50,7/16/2020
11324,20827,Forest Run,"Doilies - 12, Paper",649,9,20,8/1/2019
11325,20474,Lindbergh,Appetizer - Escargot Puff,967,8,30,8/18/2019
11325,20026,8th,"Thyme - Lemon, Fresh",248,1,50,5/16/2020
11325,20477,Maywood,"Cheese - Cheddar, Medium",743,6,60,11/13/2019
11326,20249,Mayfield,"Beans - Black Bean, Preserved",837,3,20,5/20/2020
11326,20895,Main,Cranberries - Fresh,58,8,40,10/25/2019
11327,20077,Mcbride,Amarula Cream,94,6,40,11/27/2019
11328,20526,Elmside,Cheese - Colby,262,3,60,8/6/2019
11328,20456,Pennsylvania,Longos - Assorted Sandwich,855,3,50,3/6/2020
11329,20048,Kings,Chocolate Bar - Reese Pieces,880,6,60,10/10/2019
11329,20217,Namekagon,Durian Fruit,339,7,30,2/22/2020
11330,20449,Pearson,"Roe - Lump Fish, Red",298,6,20,3/12/2020
11331,20593,Donald,Tumeric,708,4,30,3/8/2020
11331,20835,International,Bar - Sweet And Salty Chocolate,366,3,60,7/6/2020
11331,20251,Village Green,Cookie Double Choco,768,6,30,10/29/2019
11333,20141,Buhler,Sesame Seed,736,10,20,4/26/2020
11335,20120,Oakridge,Kahlua,982,2,60,12/21/2019
11336,20551,Village Green,Shark - Loin,469,2,30,6/16/2020
11336,20187,Loeprich,Ice Cream - Fudge Bars,292,2,40,4/20/2020
11336,20732,Hudson,Appetizer - Assorted Box,110,5,60,12/25/2019
11336,20757,Becker,Beef - Bresaola,850,1,30,3/26/2020
11339,20164,Sommers,Carbonated Water - Strawberry,996,2,10,1/18/2020
11339,20000,Steensland,Broccoli - Fresh,437,3,10,8/18/2019
11339,20341,Veith,Cookie Chocolate Chip With,331,1,50,1/1/2020
11341,20578,Browning,Honey - Comb,151,7,10,5/9/2020
11342,20130,Golden Leaf,Crab - Meat Combo,398,2,20,2/29/2020
11344,20778,Clove,Butter - Pod,237,5,30,7/28/2019
11344,20983,Eggendart,Wine - Remy Pannier Rose,812,4,20,7/1/2020
11345,20292,Spohn,Cape Capensis - Fillet,57,5,40,8/10/2019
11346,20306,Summerview,"Beef - Roasted, Cooked",267,8,40,9/16/2019
11346,20572,Thompson,"Lemonade - Island Tea, 591 Ml",483,2,10,5/5/2020
11348,20004,Mitchell,Chocolate - Feathers,884,2,50,5/10/2020
11350,20436,Pawling,Chocolate Bar - Reese Pieces,326,2,40,8/29/2019
11351,20602,Fremont,Cotton Wet Mop 16 Oz,762,9,10,7/22/2019
11351,20108,Eagan,Cheese Cloth,702,5,60,5/22/2020
11352,20307,Hermina,Instant Coffee,360,2,30,10/6/2019
11352,20229,Swallow,Vodka - Moskovskaya,137,1,30,3/7/2020
11354,20549,Mayfield,"Basil - Primerba, Paste",519,3,60,9/23/2019
11355,20501,Erie,Pie Filling - Pumpkin,165,8,60,8/23/2019
11355,20306,Reindahl,Pan Grease,913,5,20,7/3/2020
11355,20635,Artisan,"Bread - Roll, Canadian Dinner",865,7,30,3/24/2020
11355,20004,International,English Muffin,183,7,50,1/24/2020
11356,20193,Rowland,Flour - Bread,244,7,10,2/5/2020
11356,20338,Prentice,Wine - Lamancha Do Crianza,483,4,40,2/23/2020
11357,20103,Linden,Puff Pastry - Sheets,568,4,60,12/26/2019
11357,20761,La Follette,Flavouring - Orange,815,5,60,5/23/2020
11357,20191,Donald,"Mushroom - Shitake, Dry",547,10,50,7/5/2020
11358,20181,Duke,Wine - Dubouef Macon - Villages,238,7,20,11/5/2019
11360,20363,Sommers,Cheese - Cheddar With Claret,153,1,50,5/14/2020
11361,20075,Northland,Lettuce - Lambs Mash,190,7,20,12/13/2019
11362,20498,Heath,Blouse / Shirt / Sweater,374,1,10,5/19/2020
11362,20054,Cherokee,Pop - Club Soda Can,642,2,20,2/7/2020
11363,20825,Sherman,Myers Planters Punch,190,9,60,1/31/2020
11363,20913,Park Meadow,"Wine - Mas Chicet Rose, Vintage",333,8,30,3/18/2020
11364,20689,Cordelia,Cheese - Ricotta,856,9,40,2/4/2020
11364,20836,Meadow Ridge,Ocean Spray - Kiwi Strawberry,98,10,30,1/20/2020
11365,20095,Vermont,"Fish - Base, Bouillion",1000,9,20,6/30/2020
11365,20148,Towne,Wine - Pinot Grigio Collavini,323,10,60,9/11/2019
11365,20419,Buena Vista,Port - 74 Brights,808,2,30,10/7/2019
11366,20763,Barby,Oil - Coconut,661,7,60,1/27/2020
11366,20080,Forster,Tequila - Sauza Silver,587,7,40,6/11/2020
11366,20108,1st,Soup - Campbells Beef Strogonoff,439,7,30,11/9/2019
11366,20008,Gulseth,Mints - Striped Red,537,9,10,3/9/2020
11367,20562,Kennedy,Cheese - Comtomme,893,8,10,1/29/2020
11367,20602,Linden,Sobe - Liz Blizz,643,6,20,1/2/2020
11368,20070,Judy,Pear - Asian,668,7,30,3/16/2020
11368,20958,Sunfield,Soup - Campbells Mac N Cheese,787,9,20,7/31/2019
11369,20678,Northport,Melon - Watermelon Yellow,644,5,40,5/11/2020
11369,20282,Bunker Hill,Tarragon - Fresh,474,6,30,6/12/2020
11369,20161,Thompson,Crab - Meat Combo,363,5,20,3/16/2020
11370,20335,Macpherson,Muffin - Mix - Mango Sour Cherry,894,4,20,5/26/2020
11371,20110,Pearson,Muskox - French Rack,135,1,30,9/16/2019
11372,20670,Northview,Chutney Sauce,995,9,60,2/29/2020
11372,20932,Randy,"Pasta - Spaghetti, Dry",396,9,10,7/13/2020
11373,20359,Vidon,Oil - Pumpkinseed,407,2,40,3/2/2020
11376,20998,7th,Beef - Inside Round,132,7,10,7/21/2020
11376,20134,Johnson,Cloves - Ground,93,9,10,6/18/2020
11377,20742,Shasta,"Juice - Grapefruit, 341 Ml",149,5,10,3/18/2020
11377,20789,Hintze,Duck - Whole,637,4,10,4/19/2020
11378,20078,Manitowish,Compound - Raspberry,876,6,20,5/8/2020
11379,20737,Dorton,Pepperoni Slices,533,9,10,10/5/2019
11379,20265,Maple Wood,"Bread - White, Sliced",248,2,40,12/8/2019
11381,20843,Prentice,Container - Clear 32 Oz,83,10,60,1/13/2020
11381,20475,Maple Wood,Salmon Steak - Cohoe 8 Oz,878,10,60,4/20/2020
11381,20513,Hazelcrest,Soy Protein,149,10,30,9/22/2019
11381,20330,Anzinger,Cape Capensis - Fillet,145,2,30,3/25/2020
11382,20709,Summer Ridge,Chicken - White Meat With Tender,544,3,20,12/23/2019
11383,20570,Bartillon,Apple - Royal Gala,553,8,50,9/12/2019
11383,20419,Spenser,"Coke - Diet, 355 Ml",700,3,10,11/13/2019
11383,20718,Heffernan,Pepper Squash,809,4,50,5/17/2020
11383,20419,Superior,"Juice - Tomato, 48 Oz",914,7,60,12/17/2019
11383,20273,Vera,"Nut - Almond, Blanched, Sliced",515,4,10,3/25/2020
11383,20125,Corry,Rabbit - Saddles,561,8,20,2/7/2020
11384,20269,Marquette,Mix - Cocktail Strawberry Daiquiri,131,8,10,8/21/2019
11386,20559,Merchant,Wine - Stoneliegh Sauvignon,335,10,30,8/10/2019
11388,20959,Columbus,Broom Handle,773,8,60,4/14/2020
11389,20470,Meadow Vale,Flour Pastry Super Fine,204,6,30,7/31/2019
11389,20981,Hazelcrest,"Bread - Sticks, Thin, Plain",921,2,10,4/18/2020
11389,20385,Westend,"Wine - Red, Colio Cabernet",995,1,20,6/18/2020
11390,20781,Becker,Vegetable - Base,517,8,30,7/7/2020
11391,20651,Magdeline,Wine - Redchard Merritt,558,6,30,4/25/2020
11392,20043,Sunfield,"Fish - Artic Char, Cold Smoked",119,10,30,10/7/2019
11392,20480,Prairieview,Amaretto,327,6,40,10/13/2019
11394,20393,Spohn,"Rum - Cream, Amarula",83,10,60,10/19/2019
11395,20731,Anniversary,Bread - Italian Corn Meal Poly,59,6,40,9/5/2019
11395,20594,Crescent Oaks,Wine - Toasted Head,263,6,10,3/4/2020
11395,20166,Jenifer,Cake - Box Window 10x10x2.5,343,4,20,6/21/2020
11396,20651,Luster,Oil - Sesame,155,3,20,2/17/2020
11396,20845,Melvin,Apple - Custard,523,8,40,1/5/2020
11396,20370,La Follette,"Chestnuts - Whole,canned",464,5,60,5/19/2020
11396,20019,Roth,Apple - Macintosh,757,4,20,12/20/2019
11397,20653,6th,Rosemary - Fresh,380,9,20,10/8/2019
11397,20428,Park Meadow,"Juice - Apple, 500 Ml",252,6,40,12/18/2019
11397,20982,Holy Cross,Chicken - Livers,182,5,10,8/13/2019
11397,20656,Clarendon,Tomatillo,352,2,40,11/23/2019
11397,20288,Carpenter,Huck White Towels,792,10,20,6/13/2020
11397,20339,Fuller,Bread - Italian Roll With Herbs,97,10,20,12/5/2019
11398,20782,Myrtle,"Pepper - Green, Chili",450,2,60,10/25/2019
11398,20218,Commercial,"Juice - Cranberry, 341 Ml",873,4,20,10/21/2019
11399,20862,Lerdahl,Vacuum Bags 12x16,952,5,40,8/18/2019
11399,20710,Waywood,Longos - Grilled Veg Sandwiches,287,7,10,5/22/2020
11400,20479,Old Gate,Squash - Sunburst,242,6,20,5/7/2020
11400,20462,Burning Wood,Table Cloth 62x120 White,544,6,40,3/30/2020
11401,20925,Darwin,Hagen Daza - Dk Choocolate,334,8,50,8/5/2019
11402,20322,Delaware,Muffin Batt - Ban Dream Zero,351,2,40,11/1/2019
11402,20094,Messerschmidt,Beef - Tenderloin,938,8,60,3/23/2020
11404,20250,Stephen,Flax Seed,105,8,50,10/15/2019
11404,20646,Longview,Lychee,489,8,50,11/2/2019
11404,20537,Raven,"Pepsi, 355 Ml",329,8,50,8/9/2019
11407,20119,Michigan,Lamb - Bones,975,5,60,4/11/2020
11407,20960,Almo,"Beef - Ox Tongue, Pickled",541,6,20,4/1/2020
11408,20003,Mcbride,Table Cloth 62x120 White,514,6,60,2/15/2020
11408,20303,Nova,"Brocolinni - Gaylan, Chinese",237,3,40,7/26/2019
11408,20092,Brickson Park,Beef - Tenderloin,689,7,50,6/9/2020
11408,20295,Armistice,"Wine - Niagara,vqa Reisling",47,3,10,1/4/2020
11409,20333,Cascade,Soup Bowl Clear 8oz92008,356,2,20,1/25/2020
11409,20324,Scofield,Cookies - Englishbay Wht,246,1,30,10/25/2019
11410,20040,Fulton,Bread - White Mini Epi,942,3,30,3/22/2020
11412,20461,Farragut,Sauce - Roasted Red Pepper,682,5,30,5/9/2020
11413,20473,Golf Course,Amaretto,172,5,30,9/11/2019
11413,20380,Grim,Muffin Mix - Raisin Bran,423,10,10,12/28/2019
11414,20236,Shopko,Bar Mix - Lemon,452,10,10,2/4/2020
11414,20893,Swallow,Zucchini - Yellow,233,9,20,1/25/2020
11415,20867,Riverside,Wine - Magnotta - Pinot Gris Sr,736,9,30,10/3/2019
11415,20484,Reindahl,Flour - Rye,898,9,40,3/18/2020
11417,20319,Holmberg,Tomatillo,438,10,40,3/29/2020
11417,20140,Katie,Pate - Cognac,706,3,40,11/28/2019
11417,20887,Sugar,"Pasta - Lasagna, Dry",695,10,50,9/15/2019
11419,20334,Debs,Cheese - Ricotta,45,5,50,8/30/2019
11419,20733,Schurz,Pastry - Lemon Danish - Mini,566,4,40,12/10/2019
11420,20788,Marcy,"Nut - Pistachio, Shelled",230,4,20,10/30/2019
11421,20656,Pine View,Vaccum Bag 10x13,77,10,10,1/31/2020
11422,20934,Harbort,"Orange - Canned, Mandarin",930,7,50,1/3/2020
11423,20068,Center,Peas Snow,183,10,20,2/1/2020
11423,20019,Charing Cross,"Pasta - Linguini, Dry",602,8,10,12/16/2019
11425,20114,Coolidge,Pears - Bosc,238,4,10,4/16/2020
11425,20321,Anniversary,Pork - Belly Fresh,860,3,30,10/16/2019
11425,20333,Roxbury,Dc - Frozen Momji,123,10,40,7/31/2019
11426,20556,Prairie Rose,Kohlrabi,149,3,60,9/18/2019
11427,20443,Golden Leaf,Squid - Breaded,564,7,40,5/4/2020
11427,20084,Scoville,"Veal - Inside Round / Top, Lean",913,2,40,1/16/2020
11428,20517,Almo,Plaintain,438,10,10,2/17/2020
11428,20762,Milwaukee,Flour - Cake,44,8,60,2/4/2020
11432,20474,Reindahl,Pasta - Cheese / Spinach Bauletti,624,2,10,11/21/2019
11432,20792,Mayfield,"Mushroom - Enoki, Fresh",97,6,20,7/17/2020
11432,20263,Pine View,"Chicken - Leg, Boneless",912,5,60,7/2/2020
11434,20098,Pierstorff,Tea - English Breakfast,992,8,60,11/7/2019
11434,20972,Vernon,Coffee - Hazelnut Cream,664,3,40,9/2/2019
11434,20832,Nelson,Broom And Broom Rack White,701,10,10,10/16/2019
11435,20012,Rowland,Greens Mustard,830,7,50,11/22/2019
11435,20928,Shoshone,Cumin - Ground,253,10,20,2/16/2020
11439,20770,Garrison,"Pasta - Rotini, Dry",740,8,10,4/24/2020
11439,20530,Bayside,Wine - Sauvignon Blanc Oyster,302,8,40,5/20/2020
11441,20048,Cottonwood,Shopper Bag - S - 4,302,9,10,11/27/2019
11442,20145,Thierer,Soup Campbells - Italian Wedding,496,6,50,9/24/2019
11444,20052,Heath,Lettuce - Spring Mix,949,10,20,4/7/2020
11444,20606,Warrior,Wheat - Soft Kernal Of Wheat,630,2,60,8/29/2019
11444,20044,Drewry,Cod - Fillets,635,8,10,7/29/2019
11445,20691,Crowley,Kellogs Cereal In A Cup,815,3,20,4/4/2020
11445,20178,4th,Sprouts - Peppercress,730,8,60,7/19/2020
11446,20968,2nd,Soup - Campbells Tomato Ravioli,484,3,30,10/3/2019
11447,20986,Mallard,Onions - Spanish,487,9,50,4/8/2020
11447,20960,Toban,Syrup - Monin - Granny Smith,168,4,40,4/9/2020
11448,20262,Loeprich,Beef - Top Sirloin,99,6,40,12/14/2019
11448,20208,Helena,Table Cloth 54x72 White,957,4,50,8/6/2019
11449,20424,Arrowood,Ecolab - Power Fusion,125,2,10,1/5/2020
11449,20443,Melby,"Crab - Blue, Frozen",975,2,60,11/30/2019
11449,20508,Pennsylvania,Cheese Cloth,315,7,60,9/22/2019
11450,20503,Maple Wood,Smoked Tongue,40,6,20,8/30/2019
11450,20567,Novick,Pie Filling - Apple,851,5,40,7/2/2020
11450,20130,Northwestern,Wine - Wyndham Estate Bin 777,485,3,40,11/15/2019
11450,20756,Fieldstone,Waffle Stix,206,9,50,2/17/2020
11451,20264,Reinke,Bread - Italian Sesame Poly,124,6,20,12/30/2019
11452,20672,Derek,"Crab - Claws, 26 - 30",631,6,60,8/16/2019
11452,20057,Jackson,Pernod,104,1,20,5/1/2020
11453,20084,Buhler,Cookies Almond Hazelnut,77,5,50,4/23/2020
11453,20912,Ridgeway,Soup - Campbells,108,6,40,10/9/2019
11453,20550,Golf,Baking Powder,80,1,30,6/27/2020
11454,20462,Ridgeview,Bouillion - Fish,853,6,20,1/10/2020
11456,20904,Kensington,Tea - Vanilla Chai,149,10,50,2/17/2020
11456,20036,Hallows,Onions Granulated,886,1,20,6/25/2020
11457,20159,Havey,Bread - Corn Muffaletta,751,3,60,4/8/2020
11457,20048,Delladonna,Turkey Tenderloin Frozen,422,9,40,5/26/2020
11458,20737,Northport,Soup Campbells - Tomato Bisque,335,9,10,9/28/2019
11458,20312,Transport,"Mushroom - Enoki, Dry",484,5,10,3/28/2020
11459,20680,Coolidge,Whmis - Spray Bottle Trigger,840,9,50,10/11/2019
11460,20286,Anderson,Teriyaki Sauce,881,8,10,7/14/2020
11460,20154,Novick,"Trout - Hot Smkd, Dbl Fillet",897,4,50,8/10/2019
11460,20742,Karstens,Chicken Breast Wing On,291,3,20,3/12/2020
11462,20695,Bay,Petit Baguette,842,6,50,4/13/2020
11462,20723,Reindahl,"Juice - Cranberry, 341 Ml",824,3,60,6/19/2020
11463,20549,Del Mar,"Lentils - Green, Dry",877,2,30,11/28/2019
11463,20060,Oneill,"Potatoes - Yukon Gold, 80 Ct",272,9,50,1/16/2020
11465,20614,Mariners Cove,Paper Towel Touchless,606,2,40,9/25/2019
11467,20442,Alpine,Sobe - Lizard Fuel,326,2,20,5/16/2020
11467,20466,Sutherland,Lemonade - Pineapple Passion,159,3,20,11/21/2019
11467,20693,Lindbergh,Syrup - Monin - Blue Curacao,221,4,30,6/27/2020
11467,20555,Acker,Hinge W Undercut,463,6,10,6/27/2020
11467,20272,Vidon,Gelatine Powder,231,1,40,3/3/2020
11468,20460,Veith,"Soup - Cream Of Broccoli, Dry",922,4,50,4/1/2020
11468,20371,Grover,Cumin - Whole,566,4,40,1/2/2020
11468,20218,Merchant,Mikes Hard Lemonade,166,6,30,5/5/2020
11468,20645,Rockefeller,Lychee,917,6,60,7/19/2020
11469,20773,Surrey,"Yogurt - Strawberry, 175 Gr",817,7,50,5/1/2020
11470,20383,Westport,Yogurt - French Vanilla,107,4,60,12/24/2019
11470,20212,Mariners Cove,Pineapple - Golden,665,1,40,3/6/2020
11471,20303,Veith,Ice Cream - Vanilla,567,4,50,12/21/2019
11473,20380,Badeau,"Croissant, Raw - Mini",349,8,10,7/15/2020
11473,20772,Sullivan,Garlic Powder,256,7,60,1/23/2020
11473,20627,Cambridge,Beef Ground Medium,599,1,60,7/17/2020
11475,20581,Algoma,Prunes - Pitted,261,2,50,11/3/2019
11475,20010,Di Loreto,Beef - Short Loin,83,8,30,3/11/2020
11476,20013,Butterfield,"Placemat - Scallop, White",451,2,20,4/29/2020
11476,20938,Anhalt,Beef - Flank Steak,427,4,50,7/23/2019
11479,20253,Muir,Longan,602,9,40,7/15/2020
11479,20657,Linden,Ice Cream Bar - Oreo Cone,902,8,20,4/11/2020
11479,20264,Bellgrove,Bread - Triangle White,900,1,30,3/4/2020
11480,20493,Fallview,Tomato Paste,143,10,20,5/1/2020
11480,20935,Miller,Eggwhite Frozen,962,1,20,5/29/2020
11480,20622,Russell,Ketchup - Tomato,333,8,60,9/12/2019
11481,20440,Hanover,Wine - Ej Gallo Sierra Valley,701,10,30,11/24/2019
11482,20771,American,Soup - Campbells Asian Noodle,927,10,60,7/7/2020
11483,20324,Anderson,Tea - English Breakfast,357,1,30,12/24/2019
11484,20060,Bashford,Pastry - Apple Large,153,7,30,1/28/2020
11485,20798,Springview,Butter Balls Salted,296,5,50,11/16/2019
11485,20014,Donald,"Loaf Pan - 2 Lb, Foil",973,6,40,4/14/2020
11485,20858,Havey,Chocolate - Milk,991,9,30,4/18/2020
11486,20542,Swallow,Oregano - Fresh,498,8,30,4/22/2020
11486,20296,Fieldstone,"Pepper - Green, Chili",341,3,20,3/4/2020
11486,20189,Jackson,"Beef - Rouladin, Sliced",726,3,10,8/17/2019
11487,20139,Kings,Lobak,521,8,10,3/26/2020
11487,20376,Mcbride,Honey - Comb,545,6,40,4/11/2020
11488,20196,Mendota,Icecream Bar - Del Monte,716,7,30,8/20/2019
11488,20113,Mayer,Plate Pie Foil,763,2,20,1/27/2020
11489,20105,Hoffman,Mince Meat - Filling,913,6,10,1/30/2020
11491,20482,Barnett,Soup - Cream Of Potato / Leek,513,5,50,10/7/2019
11492,20777,Fair Oaks,Wine - Fat Bastard Merlot,967,10,20,4/12/2020
11492,20056,Maywood,"Coke - Classic, 355 Ml",569,5,40,5/7/2020
11495,20058,Lillian,Island Oasis - Wildberry,780,4,50,1/13/2020
11495,20453,Granby,Water - San Pellegrino,733,5,40,9/21/2019
11496,20376,Maple,Veal - Provimi Inside,723,3,60,8/26/2019
11496,20059,Schurz,"Nut - Pecan, Pieces",898,6,30,5/28/2020
11496,20013,Talmadge,Lemon Pepper,335,10,20,10/3/2019
11497,20641,School,Cheese - Camembert,411,4,30,4/2/2020
