OrderID,CustID,RestID,Discount,ItemLine,Price
3176,55,73,30,"Jam - Strawberry, 20 Ml Jar",466
3176,55,73,30,Shrimp - Black Tiger 26/30,440
3177,255,40,30,Mudslide,167
3177,255,40,30,"Soup - Knorr, Ministrone",272
3177,255,40,30,"Water, Tap",182
3177,255,40,30,Mudslide,167
3177,255,40,30,Thyme - Dried,162
3178,425,52,20,Chips Potato Reg 43g,52
3178,425,52,20,Squash - Acorn,136
3178,425,52,20,Pepper - Green,373
3179,143,5,20,Parasol Pick Stir Stick,468
3180,280,28,0,Sobe - Green Tea,297
3180,280,28,0,Wine - Chianti Classica Docg,377
3180,280,28,0,Coffee - Espresso,266
3181,134,87,40,Sea Bass - Whole,430
3182,73,69,0,Cheese - Brie,473
3182,73,69,0,Milk - Skim,326
3182,73,69,0,"Peas - Pigeon, Dry",172
3182,73,69,0,Ecolab - Balanced Fusion,265
3182,73,69,0,"Chicken - Leg, Boneless",60
3183,68,7,10,Sour Puss Raspberry,94
3183,68,7,10,Cheese - Pied De Vents,110
3183,68,7,10,Beer - Muskoka Cream Ale,211
3183,68,7,10,Gelatine Powder,239
3183,68,7,10,Soup Knorr Chili With Beans,378
3184,300,98,40,Pork - Back Ribs,120
3184,300,98,40,"Lemonade - Natural, 591 Ml",443
3184,300,98,40,"Soup - Knorr, Ministrone",272
3184,300,98,40,Sugar - Monocystal / Rock,212
3185,292,64,50,Cloves - Ground,352
3185,292,64,50,Cloves - Ground,352
3185,292,64,50,"Rosemary - Primerba, Paste",193
3186,210,32,60,Carbonated Water - White Grape,144
3186,210,32,60,Pur Source,53
3187,354,83,40,Bagelers,483
3187,354,83,40,Oil - Canola,496
3187,354,83,40,Banana - Green,312
3188,245,14,20,Garam Masala Powder,57
3188,245,14,20,Chicken - Wieners,312
3188,245,14,20,Remy Red,114
3189,89,77,50,Longos - Assorted Sandwich,451
3190,99,36,0,"Plate - Foam, Bread And Butter",69
3190,99,36,0,Ginger - Pickled,388
3190,99,36,0,The Pop Shoppe - Root Beer,244
3190,99,36,0,Vacuum Bags 12x16,230
3190,99,36,0,The Pop Shoppe - Root Beer,244
3190,99,36,0,Vacuum Bags 12x16,230
3191,398,16,40,Flower - Daisies,355
3191,398,16,40,"Yeast - Fresh, Fleischman",101
3192,368,42,30,Chips Potato Reg 43g,52
3192,368,42,30,Chips Potato Reg 43g,52
3192,368,42,30,"Marjoram - Dried, Rubbed",298
3192,368,42,30,Spic And Span All Purpose,127
3192,368,42,30,Island Oasis - Pina Colada,148
3193,346,29,10,Wine - Segura Viudas Aria Brut,234
3193,346,29,10,"Wine - White, Lindemans Bin 95",63
3193,346,29,10,"Wine - White, Lindemans Bin 95",63
3193,346,29,10,"Wine - White, Lindemans Bin 95",63
3194,310,16,10,Pork - European Side Bacon,380
3194,310,16,10,Pork - European Side Bacon,380
3194,310,16,10,Apple - Custard,322
3194,310,16,10,"Yeast - Fresh, Fleischman",101
3194,310,16,10,Apple - Custard,322
3195,147,42,0,"Marjoram - Dried, Rubbed",298
3195,147,42,0,Pomello,198
3196,478,76,40,Jameson - Irish Whiskey,107
3196,478,76,40,"Wine - White, Ej",290
3196,478,76,40,"Wine - White, Ej",290
3197,491,29,20,Pork - Hock And Feet Attached,132
3197,491,29,20,Yeast Dry - Fleischman,117
3197,491,29,20,Beef - Ground Lean Fresh,236
3197,491,29,20,Yeast Dry - Fleischman,117
3197,491,29,20,Oil - Coconut,287
3197,491,29,20,"Wine - White, Lindemans Bin 95",63
3198,148,44,30,Vinegar - Sherry,72
3198,148,44,30,"Gingerale - Schweppes, 355 Ml",257
3198,148,44,30,Vinegar - Sherry,72
3199,124,10,0,Ocean Spray - Kiwi Strawberry,466
3199,124,10,0,Kumquat,280
3200,24,68,10,Beer - Sleeman Fine Porter,286
3200,24,68,10,"Pepper - Paprika, Hungarian",254
3200,24,68,10,Beer - Sleeman Fine Porter,286
3201,283,33,10,Longos - Chicken Cordon Bleu,422
3201,283,33,10,Coffee Beans - Chocolate,417
3201,283,33,10,Coffee Beans - Chocolate,417
3201,283,33,10,"Nut - Pine Nuts, Whole",258
3201,283,33,10,Coffee Beans - Chocolate,417
3202,452,12,40,Salmon - Sockeye Raw,245
3202,452,12,40,Bread - Corn Muffaleta Onion,302
3202,452,12,40,"Water, Tap",182
3202,452,12,40,Salmon - Sockeye Raw,245
3202,452,12,40,Food Colouring - Red,131
3202,452,12,40,Food Colouring - Red,131
3203,314,60,60,Sprouts - Bean,481
3203,314,60,60,Dried Peach,485
3203,314,60,60,Chicken - Livers,150
3204,68,9,20,Pastry - Choclate Baked,463
3204,68,9,20,Beer - Heinekin,64
3204,68,9,20,Silicone Parch. 16.3x24.3,477
3204,68,9,20,Crush - Cream Soda,295
3204,68,9,20,Crush - Cream Soda,295
3205,171,71,60,Beef - Top Butt,366
3205,171,71,60,Muffin Batt - Blueberry Passion,390
3205,171,71,60,Beef - Top Butt,366
3206,487,73,60,Yoghurt Tubes,137
3206,487,73,60,Wine - Vouvray Cuvee Domaine,271
3206,487,73,60,Beef Flat Iron Steak,437
3206,487,73,60,Neckerchief Blck,86
3206,487,73,60,Neckerchief Blck,86
3207,340,71,10,Passion Fruit,228
3207,340,71,10,Mustard - Pommery,333
3207,340,71,10,Beef - Top Butt,366
3207,340,71,10,"Tomatoes - Plum, Canned",290
3208,442,73,0,Wine - Vouvray Cuvee Domaine,271
3208,442,73,0,Eggplant - Asian,212
3208,442,73,0,Beef Flat Iron Steak,437
3208,442,73,0,Neckerchief Blck,86
3209,414,27,0,Slt - Individual Portions,119
3209,414,27,0,Potatoes - Yukon Gold 5 Oz,320
3209,414,27,0,Beef - Tenderloin - Aa,294
3209,414,27,0,"Bread - Pumpernickle, Rounds",320
3209,414,27,0,Beef - Tenderloin - Aa,294
3210,332,93,10,Table Cloth 72x144 White,177
3210,332,93,10,"Lobster - Tail, 3 - 4 Oz",420
3211,179,24,50,Pasta - Canelloni,113
3211,179,24,50,"Zucchini - Mini, Green",90
3211,179,24,50,Chick Peas - Dried,267
3211,179,24,50,Pasta - Canelloni,113
3212,117,27,30,Bread - Burger,241
3212,117,27,30,Shiratamako - Rice Flour,381
3212,117,27,30,Flower - Carnations,426
3212,117,27,30,Beef - Tenderloin - Aa,294
3212,117,27,30,"Bread - Pumpernickle, Rounds",320
3213,443,17,40,Breakfast Quesadillas,130
3213,443,17,40,"Pasta - Canelloni, Single Serve",341
3213,443,17,40,Red Currant Jelly,290
3214,29,20,0,Beef - Prime Rib Aaa,231
3214,29,20,0,Russian Prince,88
3214,29,20,0,Russian Prince,88
3214,29,20,0,Ham - Procutinni,481
3215,64,54,10,Apple - Custard,322
3215,64,54,10,"Cheese - Havarti, Roasted Garlic",197
3216,323,98,50,"Coke - Classic, 355 Ml",489
3216,323,98,50,Foil Cont Round,420
3216,323,98,50,Pork - Back Ribs,120
3216,323,98,50,Sugar - Monocystal / Rock,212
3216,323,98,50,"Soup - Knorr, Ministrone",272
3216,323,98,50,Pork - Back Ribs,120
3217,196,35,0,"Pasta - Lasagna Noodle, Frozen",411
3217,196,35,0,Veal - Leg,198
3217,196,35,0,"Wine - White, Pelee Island",231
3217,196,35,0,Veal - Leg,198
3217,196,35,0,"Pasta - Lasagna Noodle, Frozen",411
3217,196,35,0,Puff Pastry - Sheets,97
3218,315,51,50,Liqueur - Melon,261
3219,293,67,60,Hersey Shakes,112
3219,293,67,60,Cheese - Goat,285
3219,293,67,60,Teriyaki Sauce,95
3219,293,67,60,Okra,330
3219,293,67,60,"Nut - Almond, Blanched, Sliced",416
3220,315,54,10,Pepper - Green,373
3221,191,82,0,Cake - Dulce De Leche,149
3221,191,82,0,Hagen Daza - Dk Choocolate,241
3222,350,26,20,Eel Fresh,350
3222,350,26,20,Eel Fresh,350
3222,350,26,20,Eel Fresh,350
3222,350,26,20,Wine - Black Tower Qr,365
3222,350,26,20,Eel Fresh,350
3223,240,4,30,Cheese - La Sauvagine,499
3223,240,4,30,Table Cloth 144x90 White,319
3223,240,4,30,Table Cloth 144x90 White,319
3224,183,76,10,Wine - Pinot Noir Stoneleigh,426
3224,183,76,10,Plastic Arrow Stir Stick,483
3224,183,76,10,Beans - Kidney White,383
3224,183,76,10,"Wine - White, Ej",290
3224,183,76,10,Plastic Arrow Stir Stick,483
3225,259,84,30,Squid - U - 10 Thailand,140
3225,259,84,30,Dried Apple,450
3226,181,26,50,Eel Fresh,350
3227,3,99,40,Coffee - Espresso,266
3227,3,99,40,Beef - Salted,459
3227,3,99,40,Tea - Mint,423
3227,3,99,40,Wine - Trimbach Pinot Blanc,83
3227,3,99,40,"Doilies - 7, Paper",104
3227,3,99,40,Coffee - Espresso,266
3228,1,52,20,Spice - Onion Powder Granulated,152
3228,1,52,20,Pepper - Green,373
3229,2,40,60,Steam Pan Full Lid,257
3229,2,40,60,"Water, Tap",182
3229,2,40,60,Sausage - Meat,443
3229,2,40,60,Beef Striploin Aaa,402
3229,2,40,60,"Mushroom - Morels, Dry",53
3230,472,92,40,Beer - Mill St Organic,249
3230,472,92,40,"Pasta - Elbows, Macaroni, Dry",53
3231,286,5,50,"Star Anise, Whole",67
3231,286,5,50,Bread - Pumpernickel,256
3231,286,5,50,Oil - Cooking Spray,382
3231,286,5,50,Eggplant Oriental,491
3231,286,5,50,Parasol Pick Stir Stick,468
3232,199,89,30,Nantucket Apple Juice,84
3233,182,28,10,Coffee - Espresso,266
3233,182,28,10,Longos - Cheese Tortellini,344
3233,182,28,10,Longos - Cheese Tortellini,344
3233,182,28,10,Coffee - Espresso,266
3233,182,28,10,Table Cloth - 53x69 Colour,417
3233,182,28,10,"Mushroom - Shitake, Fresh",265
3234,371,24,0,Lid Tray - 16in Dome,157
3234,371,24,0,Coffee - Flavoured,94
3234,371,24,0,Coffee - Flavoured,94
3234,371,24,0,"Pasta - Cappellini, Dry",479
3235,253,62,40,Tomato Puree,79
3235,253,62,40,"Beans - Black Bean, Canned",191
3235,253,62,40,"Nut - Hazelnut, Ground, Natural",445
3235,253,62,40,Tomato Puree,79
3235,253,62,40,"Nut - Hazelnut, Ground, Natural",445
3235,253,62,40,"Beans - Black Bean, Canned",191
3236,76,17,60,Red Currant Jelly,290
3236,76,17,60,Red Currant Jelly,290
3236,76,17,60,Food Colouring - Orange,90
3236,76,17,60,Smoked Tongue,71
3236,76,17,60,Pectin,403
3237,107,45,60,Wine - Cotes Du Rhone,238
3237,107,45,60,Wine - Cotes Du Rhone,238
3237,107,45,60,"Radish - Black, Winter, Organic",470
3238,465,31,20,Sauce - Oyster,285
3238,465,31,20,Cocoa Butter,74
3238,465,31,20,Muffin Batt - Ban Dream Zero,389
3239,321,39,10,"Mushroom - Enoki, Dry",450
3239,321,39,10,"Mushroom - Enoki, Dry",450
3240,239,40,10,Beef Striploin Aaa,402
3240,239,40,10,Steam Pan Full Lid,257
3240,239,40,10,Beef Striploin Aaa,402
3240,239,40,10,Beef Striploin Aaa,402
3240,239,40,10,Thyme - Dried,162
3241,166,69,20,Cheese - Brie,473
3241,166,69,20,"Chicken - Leg, Boneless",60
3242,271,33,20,"Nut - Pine Nuts, Whole",258
3242,271,33,20,Coffee Beans - Chocolate,417
3242,271,33,20,Longos - Chicken Cordon Bleu,422
3243,416,64,10,Paste - Black Olive,91
3243,416,64,10,Paste - Black Olive,91
3243,416,64,10,Red Currant Jelly,290
3243,416,64,10,Red Currant Jelly,290
3243,416,64,10,Cheese - Cambozola,422
3244,368,36,0,Veal - Liver,387
3244,368,36,0,Bread - Pumpernickel,256
3245,435,27,50,Flower - Carnations,426
3245,435,27,50,Shiratamako - Rice Flour,381
3246,430,4,10,Cheese - Swiss Sliced,81
3246,430,4,10,Calypso - Lemonade,440
3246,430,4,10,"Rum - Coconut, Malibu",106
3247,157,19,60,Cheese - Shred Cheddar / Mozza,221
3247,157,19,60,Wine - Magnotta - Bel Paese White,472
3247,157,19,60,Chips Potato Reg 43g,52
3247,157,19,60,Yoplait Drink,344
3248,456,16,30,Pork Ham Prager,369
3248,456,16,30,Beans - Soya Bean,494
3248,456,16,30,Pork Ham Prager,369
3248,456,16,30,"Bread - Sticks, Thin, Plain",304
3249,181,94,60,"Wine - Red, Mosaic Zweigelt",145
3249,181,94,60,"Wine - Red, Mosaic Zweigelt",145
3249,181,94,60,Chocolate - Dark Callets,134
3249,181,94,60,Irish Cream - Baileys,358
3249,181,94,60,Chips Potato Reg 43g,52
3250,92,73,60,Shrimp - Black Tiger 26/30,440
3250,92,73,60,Venison - Striploin,361
3250,92,73,60,Wine - Vouvray Cuvee Domaine,271
3250,92,73,60,Wine - Pinot Noir Mondavi Coastal,483
3250,92,73,60,Wine - Pinot Noir Mondavi Coastal,483
3250,92,73,60,Sugar - White Packet,200
3251,445,65,10,Cookies - Amaretto,59
3251,445,65,10,Seabream Whole Farmed,119
3251,445,65,10,Appetizer - Chicken Satay,168
3251,445,65,10,"Pasta - Spaghetti, Dry",358
3251,445,65,10,"Pasta - Spaghetti, Dry",358
3252,329,22,60,Petite Baguette,426
3252,329,22,60,"Quail - Eggs, Fresh",372
3252,329,22,60,Cheese - Bocconcini,307
3253,243,4,10,Tea - English Breakfast,367
3253,243,4,10,Barramundi,91
3253,243,4,10,"Rum - Coconut, Malibu",106
3253,243,4,10,Table Cloth 144x90 White,319
3253,243,4,10,Tea - English Breakfast,367
3253,243,4,10,"Rum - Coconut, Malibu",106
3254,389,11,30,Trueblue - Blueberry Cranberry,162
3254,389,11,30,Lettuce - Escarole,307
3254,389,11,30,Wine - Casablanca Valley,255
3254,389,11,30,Beef - Striploin Aa,74
3254,389,11,30,Beef - Striploin Aa,74
3255,2,16,20,Apple - Custard,322
3255,2,16,20,Beans - Soya Bean,494
3255,2,16,20,"Bread - Sticks, Thin, Plain",304
3255,2,16,20,Apple - Custard,322
3256,80,2,10,"Gin - Gilbeys London, Dry",256
3256,80,2,10,Wine - Cousino Macul Antiguas,80
3256,80,2,10,Beer - Camerons Cream Ale,314
3256,80,2,10,Wine - Mondavi Coastal Private,127
3257,316,19,10,"Artichoke - Hearts, Canned",72
3257,316,19,10,"Artichoke - Hearts, Canned",72
3257,316,19,10,"Cheese - Boursin, Garlic / Herbs",100
3258,484,38,30,Sea Bass - Whole,430
3258,484,38,30,"Juice - Apple, 1.36l",207
3258,484,38,30,Sea Bass - Whole,430
3258,484,38,30,Sea Bass - Whole,430
3259,225,64,10,Cheese - Cambozola,422
3259,225,64,10,"Rosemary - Primerba, Paste",193
3259,225,64,10,Pears - Bosc,52
3260,129,50,60,Gherkin,404
3261,3,28,30,Sugar - Invert,418
3261,3,28,30,Muskox - French Rack,151
3261,3,28,30,Table Cloth - 53x69 Colour,417
3261,3,28,30,Sobe - Green Tea,297
3261,3,28,30,Orange - Blood,104
3262,234,6,10,Wine - Sawmill Creek Autumn,65
3262,234,6,10,Ham - Cooked Italian,57
3262,234,6,10,Ham - Cooked Italian,57
3262,234,6,10,Thermometer Digital,491
3262,234,6,10,Thermometer Digital,491
3262,234,6,10,Cheese - Comtomme,139
3263,263,3,30,Chip - Potato Dill Pickle,478
3264,469,85,40,Table Cloth 53x69 White,385
3264,469,85,40,Sprouts - Pea,305
3264,469,85,40,Cheese - Gouda Smoked,63
3265,326,75,0,Muffin Batt - Ban Dream Zero,389
3265,326,75,0,Cheese - Sheep Milk,102
3266,332,39,40,"Red Snapper - Fresh, Whole",200
3266,332,39,40,"Melon - Watermelon, Seedless",323
3267,171,92,10,"Pepper - White, Ground",332
3267,171,92,10,"Pepper - White, Ground",332
3267,171,92,10,Soy Protein,187
3267,171,92,10,Cheese - Cheddarsliced,285
3267,171,92,10,Beer - Guiness,175
3267,171,92,10,V8 Pet,68
3268,317,31,60,Muffin Batt - Ban Dream Zero,389
3268,317,31,60,Sauce - Oyster,285
3268,317,31,60,"Tart Shells - Sweet, 4",343
3269,326,1,20,Mcgillicuddy Vanilla Schnap,196
3269,326,1,20,The Pop Shoppe - Root Beer,244
3269,326,1,20,Curry Powder,343
3270,325,100,10,Wine - Gato Negro Cabernet,254
3270,325,100,10,Shiratamako - Rice Flour,381
3270,325,100,10,Wine - Gato Negro Cabernet,254
3270,325,100,10,Beef Flat Iron Steak,437
3270,325,100,10,Beef Flat Iron Steak,437
3271,462,44,10,Sachet,384
3271,462,44,10,Sage Ground Wiberg,473
3271,462,44,10,Cookies - Amaretto,59
3272,434,46,0,Creme De Menthe Green,138
3273,84,51,50,Liqueur - Melon,261
3273,84,51,50,Guava,403
3273,84,51,50,Liqueur - Melon,261
3273,84,51,50,Guava,403
3273,84,51,50,Puff Pastry - Sheets,97
3273,84,51,50,Liqueur - Melon,261
3274,251,49,40,Wine - Ej Gallo Sierra Valley,293
3274,251,49,40,Tea - Herbal Sweet Dreams,455
3275,427,39,10,Egg Patty Fried,499
3275,427,39,10,"Red Snapper - Fresh, Whole",200
3275,427,39,10,Egg Patty Fried,499
3276,130,46,60,"Bread - Dark Rye, Loaf",111
3277,145,37,10,"Oil - Food, Lacquer Spray",362
3277,145,37,10,Snapple - Mango Maddness,417
3277,145,37,10,Compound - Strawberry,123
3277,145,37,10,"Soup - Knorr, Chicken Gumbo",79
3277,145,37,10,Tomato Puree,79
3277,145,37,10,Pastry - Cherry Danish - Mini,106
3278,118,27,0,Beef - Tenderloin - Aa,294
3278,118,27,0,Barramundi,91
3278,118,27,0,Barramundi,91
3279,108,36,60,Juice - Lemon,97
3279,108,36,60,Veal - Liver,387
3280,98,30,40,V8 - Vegetable Cocktail,110
3280,98,30,40,Rappini - Andy Boy,83
3280,98,30,40,Garlic,491
3280,98,30,40,"Nut - Hazelnut, Ground, Natural",445
3280,98,30,40,V8 - Vegetable Cocktail,110
3281,218,38,30,Sausage - Breakfast,273
3281,218,38,30,Wine - Guy Sage Touraine,69
3281,218,38,30,Wine - Red Oakridge Merlot,477
3282,210,27,0,"Bread - Pumpernickle, Rounds",320
3282,210,27,0,Barramundi,91
3282,210,27,0,"Bread - Pumpernickle, Rounds",320
3282,210,27,0,Shiratamako - Rice Flour,381
3282,210,27,0,Bread - Burger,241
3282,210,27,0,Slt - Individual Portions,119
3283,126,96,30,"Artichokes - Knobless, White",311
3283,126,96,30,Papayas,120
3283,126,96,30,Sausage - Liver,181
3283,126,96,30,"Pasta - Canelloni, Single Serve",341
3283,126,96,30,Beans - Green,62
3284,78,100,10,Wine - Delicato Merlot,347
3284,78,100,10,Potatoes - Parissienne,314
3284,78,100,10,Wine - Delicato Merlot,347
3284,78,100,10,Shiratamako - Rice Flour,381
3284,78,100,10,Potatoes - Parissienne,314
3285,34,100,60,Pickerel - Fillets,208
3285,34,100,60,Pickerel - Fillets,208
3285,34,100,60,Shiratamako - Rice Flour,381
3285,34,100,60,Beef Flat Iron Steak,437
3285,34,100,60,Wine - Gato Negro Cabernet,254
3285,34,100,60,"Rum - Light, Captain Morgan",393
3286,381,57,20,Compound - Strawberry,123
3286,381,57,20,Salt - Sea,219
3286,381,57,20,Pepper - Orange,57
3287,444,24,30,Vinegar - Cider,214
3287,444,24,30,"Zucchini - Mini, Green",90
3287,444,24,30,Lid Tray - 16in Dome,157
3288,496,37,60,Shichimi Togarashi Peppeers,155
3288,496,37,60,"Soup - Knorr, Chicken Gumbo",79
3288,496,37,60,Mackerel Whole Fresh,108
3289,275,41,40,"Pasta - Linguini, Dry",121
3289,275,41,40,"Pasta - Linguini, Dry",121
3289,275,41,40,"Pail - 15l White, With Handle",350
3289,275,41,40,Muffin - Banana Nut Individual,189
3289,275,41,40,Gherkin,404
3289,275,41,40,Muffin - Banana Nut Individual,189
3290,49,25,10,Tea - Herbal - 6 Asst,281
3291,183,54,10,Food Colouring - Orange,90
3292,454,74,50,Dried Cranberries,195
3292,454,74,50,Bread - Burger,241
3293,149,78,20,Rice - Long Grain,182
3293,149,78,20,Mint - Fresh,270
3293,149,78,20,Table Cloth 120 Round White,322
3293,149,78,20,Mint - Fresh,270
3293,149,78,20,Salt - Celery,320
3294,428,21,40,Tea Leaves - Oolong,191
3294,428,21,40,Cabbage - Green,261
3294,428,21,40,Truffle Paste,175
3294,428,21,40,Pepper - Roasted Red,215
3294,428,21,40,Tea Leaves - Oolong,191
3294,428,21,40,Cheese - Marble,91
3295,193,94,40,Chocolate - Dark Callets,134
3296,353,52,20,Chips Potato Reg 43g,52
3296,353,52,20,Spice - Onion Powder Granulated,152
3296,353,52,20,Mustard - Pommery,333
3296,353,52,20,Beef - Eye Of Round,225
3296,353,52,20,Pepper - Green,373
3296,353,52,20,Coffee Cup 12oz 5342cd,298
3297,56,33,40,Longos - Chicken Cordon Bleu,422
3297,56,33,40,"Nut - Pine Nuts, Whole",258
3297,56,33,40,Longos - Chicken Cordon Bleu,422
3297,56,33,40,"Nut - Pine Nuts, Whole",258
3297,56,33,40,"Nut - Pine Nuts, Whole",258
3298,25,27,20,Bread - Burger,241
3298,25,27,20,Bread - Burger,241
3299,29,85,10,"Lid - Translucent, 3.5 And 6 Oz",176
3300,48,94,40,Tuna - Fresh,182
3301,306,58,20,Vinegar - White,422
3301,306,58,20,Cod - Black Whole Fillet,141
3301,306,58,20,Cod - Black Whole Fillet,141
3301,306,58,20,Vinegar - White,422
3302,312,42,20,Pomello,198
3302,312,42,20,"Marjoram - Dried, Rubbed",298
3302,312,42,20,Chips Potato Reg 43g,52
3302,312,42,20,Apricots - Dried,428
3302,312,42,20,Chips Potato Reg 43g,52
3302,312,42,20,Veal - Liver,387
3303,459,59,30,"Chicken - White Meat, No Tender",477
3303,459,59,30,"Chicken - White Meat, No Tender",477
3304,121,85,0,Caviar - Salmon,236
3304,121,85,0,Green Scrubbie Pad H.duty,84
3305,187,4,20,"Rum - Coconut, Malibu",106
3306,465,9,20,Pastry - Choclate Baked,463
3306,465,9,20,"Cheese - Mozzarella, Shredded",167
3307,395,42,20,Island Oasis - Pina Colada,148
3307,395,42,20,Chips Potato Reg 43g,52
3307,395,42,20,Chips Potato Reg 43g,52
3307,395,42,20,Soup Campbells - Italian Wedding,293
3307,395,42,20,Veal - Liver,387
3308,208,18,40,Napkin - Beverage 1 Ply,416
3308,208,18,40,Melon - Cantaloupe,195
3308,208,18,40,Melon - Cantaloupe,195
3308,208,18,40,Nacho Chips,398
3308,208,18,40,Melon - Cantaloupe,195
3309,262,29,30,Beef Flat Iron Steak,437
3310,470,90,30,Chicken Breast Halal,288
3310,470,90,30,Juice - V8 Splash,486
3310,470,90,30,"Ranchero - Primerba, Paste",254
3310,470,90,30,Juice - V8 Splash,486
3310,470,90,30,Wine - Fat Bastard Merlot,211
3310,470,90,30,Juice - V8 Splash,486
3311,212,1,0,Wine - Champagne Brut Veuve,414
3311,212,1,0,Curry Powder,343
3311,212,1,0,Mcgillicuddy Vanilla Schnap,196
3311,212,1,0,The Pop Shoppe - Root Beer,244
3311,212,1,0,Soy Protein,187
3312,65,62,20,Shark - Loin,249
3312,65,62,20,Beer - Blue Light,317
3313,75,52,40,Chips Potato All Dressed - 43g,470
3314,358,57,50,Roe - Flying Fish,488
3314,358,57,50,Cake Sheet Combo Party Pack,224
3314,358,57,50,Cake Sheet Combo Party Pack,224
3315,422,71,60,Passion Fruit,228
3315,422,71,60,"Tomatoes - Plum, Canned",290
3315,422,71,60,"Pork - Tenderloin, Frozen",151
3315,422,71,60,Sauce - Caesar Dressing,417
3316,22,80,10,Veal - Knuckle,151
3316,22,80,10,Veal - Knuckle,151
3316,22,80,10,"Trout - Rainbow, Fresh",67
3317,78,1,10,Soy Protein,187
3317,78,1,10,Curry Powder,343
3317,78,1,10,Soy Protein,187
3317,78,1,10,Wine - Champagne Brut Veuve,414
3317,78,1,10,The Pop Shoppe - Root Beer,244
3317,78,1,10,Wine - Champagne Brut Veuve,414
3318,75,7,20,Ice Cream - Fudge Bars,223
3318,75,7,20,Soup Campbells Beef With Veg,471
3318,75,7,20,Sour Puss Raspberry,94
3319,410,92,10,Beer - Mill St Organic,249
3319,410,92,10,V8 Pet,68
3319,410,92,10,V8 Pet,68
3319,410,92,10,"Pepper - White, Ground",332
3319,410,92,10,"Pasta - Elbows, Macaroni, Dry",53
3320,234,70,20,Apple - Custard,322
3321,453,48,20,Evaporated Milk - Skim,377
3321,453,48,20,Juice - V8 Splash,486
3321,453,48,20,"Champagne - Brights, Dry",401
3322,251,47,10,Cabbage - Savoy,357
3322,251,47,10,Bread Ww Cluster,347
3322,251,47,10,Cabbage - Savoy,357
3322,251,47,10,Wine - Saint Emilion Calvet,132
3323,457,7,50,Sour Puss Raspberry,94
3323,457,7,50,Gelatine Powder,239
3323,457,7,50,Wine - Chablis 2003 Champs,121
3324,188,6,60,"Nut - Hazelnut, Whole",385
3324,188,6,60,Ham - Cooked Italian,57
3325,26,90,0,Wine - Fat Bastard Merlot,211
3325,26,90,0,Pernod,485
3325,26,90,0,Juice - V8 Splash,486
3325,26,90,0,"Sparkling Wine - Rose, Freixenet",334
3325,26,90,0,Oil - Peanut,241
3325,26,90,0,Pernod,485
3326,391,40,50,Mudslide,167
3327,120,7,30,Cheese - Pied De Vents,110
3327,120,7,30,Cheese - Pied De Vents,110
3328,180,75,40,Coffee Beans - Chocolate,417
3328,180,75,40,Cheese - Sheep Milk,102
3328,180,75,40,Cheese - Sheep Milk,102
3329,281,95,10,Soap - Hand Soap,91
3329,281,95,10,Black Currants,399
3330,274,71,10,Passion Fruit,228
3330,274,71,10,"Tomatoes - Plum, Canned",290
3331,40,27,0,"Bread - Pumpernickle, Rounds",320
3332,80,48,30,Cornish Hen,176
3332,80,48,30,"Champagne - Brights, Dry",401
3332,80,48,30,Pepper - Green Thai,244
3332,80,48,30,Beef Dry Aged Tenderloin Aaa,417
3332,80,48,30,Pepper - Green Thai,244
3333,161,75,30,"Juice - Apple, 500 Ml",448
3333,161,75,30,Oranges,193
3333,161,75,30,Oranges,193
3333,161,75,30,Muffin Batt - Ban Dream Zero,389
3333,161,75,30,Muffin Batt - Ban Dream Zero,389
3334,397,7,30,Beer - Muskoka Cream Ale,211
3334,397,7,30,Soup Campbells Beef With Veg,471
3334,397,7,30,Wine - Chablis 2003 Champs,121
3334,397,7,30,"Fish - Base, Bouillion",104
3334,397,7,30,Beer - Muskoka Cream Ale,211
3334,397,7,30,Soup Campbells Beef With Veg,471
3335,230,99,60,"Doilies - 7, Paper",104
3335,230,99,60,"Doilies - 7, Paper",104
3335,230,99,60,Sage - Ground,302
3336,69,34,40,Sausage - Chorizo,92
3336,69,34,40,Sausage - Chorizo,92
3336,69,34,40,Campari,174
3337,342,50,60,Gherkin,404
3337,342,50,60,Muffin Batt - Choc Chk,431
3337,342,50,60,Sprouts - Peppercress,177
3337,342,50,60,"Quail - Eggs, Fresh",372
3337,342,50,60,Chicken - Tenderloin,139
3337,342,50,60,Muffin Batt - Choc Chk,431
3338,221,85,60,Sprouts - Pea,305
3338,221,85,60,Piping - Bags Quizna,166
3338,221,85,60,Soup - Campbells,163
3339,261,97,0,Shiratamako - Rice Flour,381
3339,261,97,0,Ham Black Forest,320
3339,261,97,0,Wine - Red Oakridge Merlot,477
3339,261,97,0,Tea - Vanilla Chai,301
3340,139,93,40,Cheese - Wine,345
3340,139,93,40,Venison - Striploin,361
3341,304,88,60,"Yogurt - Banana, 175 Gr",297
3341,304,88,60,Wine - Sauvignon Blanc,179
3341,304,88,60,"Yogurt - Banana, 175 Gr",297
3341,304,88,60,"Yogurt - Banana, 175 Gr",297
3341,304,88,60,"Wine - White, Schroder And Schyl",374
3341,304,88,60,Cabbage Roll,99
3342,70,35,30,Pop - Club Soda Can,410
3342,70,35,30,Horseradish Root,236
3342,70,35,30,"Pasta - Lasagna Noodle, Frozen",411
3343,500,54,60,Wine - Black Tower Qr,365
3343,500,54,60,Wine - Black Tower Qr,365
